Rank,Name,Poss,Offense,Defense,Above Avg,Above Rep,off/100,Def/100,Ovr/100
1509,Jay Williams,3883,-50.4,-62.2,-112.6,-34.9,-1.3,-1.6,-2.9
1510,Zabian Dowdell,565,-10.1,-5.7,-16.4,-5.1,-1.79,-1.01,-2.9
1511,Rony Seikaly,8413.6,-53.3,-191.1,-244.4,-76.1,-0.63,-2.27,-2.9
1512,Quincy Douby,3043,-65.8,-22.5,-88.4,-27.5,-2.16,-0.74,-2.9
1513,Kendall Marshall,5420,-68.8,-89.4,-158.2,-49.8,-1.27,-1.65,-2.92
1514,John Salley,762.5,-16.7,-5.6,-22.3,-7.1,-2.19,-0.74,-2.93
1515,Brandon Armstrong,1325.5,-15,-24.4,-39.1,-12.6,-1.13,-1.84,-2.95
1516,Eldridge Recasner,7623.2,-86.3,-139.2,-225.2,-72.7,-1.13,-1.83,-2.95
1517,Paul Davis,1331,-30.7,-8.3,-39.3,-12.7,-2.3,-0.63,-2.95
1518,Tristan Thompson,14754,-205.3,-232.2,-437.4,-142.3,-1.39,-1.57,-2.96
1519,Terence Morris,3571.5,-39.5,-65.9,-106.5,-35.1,-1.11,-1.84,-2.98
1520,Sean Higgins,26.7,-0.4,-0.4,-0.8,-0.3,-1.5,-1.5,-3
1521,Antonio Anderson,32.5,-0.5,-0.5,-1,-0.3,-1.52,-1.48,-3
1522,Rudy Gobert,1442,-49,7.2,-43.3,-14.4,-3.4,0.5,-3
1523,Jabari Smith,2081.5,-34.4,-29.1,-62.5,-20.9,-1.65,-1.4,-3
1524,William Avery,2353.7,-34.3,-37,-70.8,-23.7,-1.46,-1.57,-3.01
1525,Kevin Duckworth,743.2,-12.9,-9.7,-22.5,-7.7,-1.73,-1.3,-3.03
1526,Alan Henderson,24356.6,-130.9,-604.2,-738.4,-251.3,-0.54,-2.48,-3.03
1527,Jermareo Davidson,844,-17.1,-7.9,-25.6,-8.7,-2.03,-0.93,-3.03
1528,Maurice Taylor,25497.4,-345.3,-435.7,-777.1,-267.2,-1.35,-1.71,-3.05
1529,Jason Miskiri,7.6,-0.1,-0.1,-0.2,-0.1,-1.41,-1.63,-3.05
1530,Chris Garner,873.3,-14.4,-12.3,-26.8,-9.3,-1.65,-1.41,-3.07
1531,Cory Joseph,3714.5,-36.4,-80.5,-114.1,-39.8,-0.98,-2.17,-3.07
1532,Semih Erden,1739,-32.9,-20.5,-53.4,-18.6,-1.89,-1.18,-3.07
1533,Blake Ahearn,414,-7.8,-4.6,-12.8,-4.5,-1.88,-1.1,-3.08
1534,Morris Almond,691.5,-16.1,-4.6,-21.3,-7.5,-2.33,-0.67,-3.08
1535,Craig Brackins,221,-3.2,-3.4,-6.8,-2.4,-1.47,-1.55,-3.09
1536,Walker Russell,675.5,-12.2,-8.7,-20.9,-7.4,-1.81,-1.29,-3.1
1537,Terrel Harris,808.5,-14.6,-10.5,-25.1,-9,-1.81,-1.29,-3.11
1538,Jonas Valanciunas,8470,-140.1,-123.4,-263.5,-94.1,-1.65,-1.46,-3.11
1539,Tim Ohlbrecht,11,-0.2,-0.2,-0.3,-0.1,-1.71,-1.4,-3.12
1540,Austin Rivers,5737,-68.6,-110.4,-179,-64.2,-1.2,-1.92,-3.12
1541,John Amaechi,8870.3,-165.9,-115.2,-277.7,-100.3,-1.87,-1.3,-3.13
1542,Jeremy Tyler,2292,-38.7,-32.3,-72,-26.1,-1.69,-1.41,-3.14
1543,Fab Melo,38,-0.7,-0.5,-1.2,-0.4,-1.82,-1.32,-3.14
1544,Viacheslav Kravtsov,655,-10.9,-9.8,-20.7,-7.6,-1.67,-1.49,-3.16
1545,Jordan Hill,10167,-181,-140.8,-321.8,-118.5,-1.78,-1.38,-3.17
1546,Kris Joseph,44,-0.8,-0.6,-1.4,-0.5,-1.9,-1.27,-3.17
1547,Darius Morris,2813.5,-76.6,-12.4,-89.1,-32.8,-2.72,-0.44,-3.17
1548,Dominique Jones,1439.5,-32.6,-12.2,-45.6,-16.8,-2.27,-0.85,-3.17
1549,Gerald Wilkins,6803,-96.2,-119.4,-215.6,-79.5,-1.41,-1.76,-3.17
1550,Darius Johnson-Odom,14,-0.3,-0.2,-0.4,-0.2,-1.87,-1.3,-3.18
1551,Vonteego Cummings,7483.4,-59.9,-175.3,-238.3,-88.6,-0.8,-2.34,-3.18
1552,Charles R. Jones,2228.2,-28.9,-42.4,-71.3,-26.7,-1.3,-1.9,-3.2
1553,John Celestand,377.7,-8.9,-3.2,-12.1,-4.5,-2.36,-0.84,-3.2
1554,Courtney Fortson,184,-4,-1.8,-5.9,-2.2,-2.2,-1,-3.2
1555,Erik Murphy,216,-5.2,-1.5,-6.9,-2.6,-2.4,-0.7,-3.2
1556,Rodney Buford,8116.6,-86.7,-174,-260.6,-98.3,-1.07,-2.14,-3.21
1557,DeAndre Liggins,763,-16.6,-8,-24.6,-9.3,-2.17,-1.05,-3.23
1558,Jeremy Richardson,485.5,-7.5,-8.2,-15.7,-6,-1.54,-1.69,-3.23
1559,Dominic McGuire,10131,-199.7,-121.8,-328.5,-125.9,-1.97,-1.2,-3.24
1560,Ryan Stack,768.5,-11.2,-13.6,-24.9,-9.6,-1.46,-1.78,-3.24
1561,Doron Lamb,2270,-40.9,-32.8,-73.6,-28.2,-1.8,-1.44,-3.24
1562,Damien Wilkins,20582.5,-366.2,-303.6,-668.5,-256.9,-1.78,-1.48,-3.25
1563,Jordan Crawford,14419.5,-127.8,-349,-471.2,-182.8,-0.89,-2.42,-3.27
1564,Brian Roberts,6594,-135.7,-75.2,-215.6,-83.7,-2.06,-1.14,-3.27
1565,Scott Machado,47,-1,-0.6,-1.5,-0.6,-2.05,-1.24,-3.29
1566,Mike Batiste,2378,-42.8,-35.7,-78.5,-30.9,-1.8,-1.5,-3.3
1567,D.J. Strawberry,539,-10.1,-7.6,-17.8,-7,-1.88,-1.42,-3.3
1568,Kenny Smith,1519.1,-10.2,-40.3,-50.4,-20.1,-0.67,-2.65,-3.32
1569,Wayman Tisdale,1607.3,-32.1,-21.4,-53.5,-21.4,-2,-1.33,-3.33
1570,Antoine Wright,11517,-257.8,-125.2,-384.1,-153.8,-2.24,-1.09,-3.34
1571,Randolph Morris,906,-15.2,-14.9,-30.2,-12.1,-1.68,-1.65,-3.34
1572,DeQuan Jones,1278,-14.8,-28,-42.8,-17.3,-1.16,-2.19,-3.35
1573,Charles Jenkins,2621,-72.8,-13.2,-87.8,-35.4,-2.78,-0.5,-3.35
1574,Marshon Brooks,5505,-54.8,-128.2,-186.4,-76.3,-1,-2.33,-3.39
1575,Johan Petro,13901.5,-481,12.2,-471.3,-193.2,-3.46,0.09,-3.39
1576,Jeff Taylor,5111,-158.3,-15.3,-173.5,-71.3,-3.1,-0.3,-3.4
1577,Alex Len,1011,-22.2,-12.1,-34.4,-14.2,-2.2,-1.2,-3.4
1578,Thomas Robinson,4235,-64.1,-78.5,-144.9,-60.2,-1.51,-1.85,-3.42
1579,Sam Young,7997,-216.9,-53.6,-275,-115.1,-2.71,-0.67,-3.44
1580,James White,945.5,-17.3,-15.4,-32.9,-14,-1.83,-1.63,-3.48
1581,Nando De Colo,2658,-67.9,-23.6,-92.7,-39.6,-2.56,-0.89,-3.49
1582,Shabazz Muhammad,735,-17.6,-8.1,-25.7,-11,-2.4,-1.1,-3.5
1583,Steven Adams,3540,-53.1,-70.8,-123.9,-53.1,-1.5,-2,-3.5
1584,Cedric Simmons,1340.5,-32.3,-14.8,-47.1,-20.3,-2.41,-1.1,-3.51
1585,Bubba Wells,773.3,-13.8,-13.5,-27.3,-11.8,-1.78,-1.75,-3.53
1586,Arnett Moultrie,1409,-20.3,-30.4,-50,-21.8,-1.44,-2.15,-3.55
1587,Samaki Walker,15314.4,-385.9,-158.2,-544.8,-238.5,-2.52,-1.03,-3.56
1588,Ed Gray,1684.9,-31.7,-28.5,-60.3,-26.6,-1.88,-1.69,-3.58
1589,Trey Thompkins,233,-4,-4.4,-8.4,-3.7,-1.71,-1.89,-3.6
1590,Sergei Monia,628,-10.7,-11.9,-22.6,-10,-1.7,-1.9,-3.6
1591,Rob Kurz,896.5,-25.2,-6.3,-32.3,-14.3,-2.81,-0.7,-3.6
1592,Dragan Tarlac,1123.5,-24.7,-14.6,-40.4,-18,-2.2,-1.3,-3.6
1593,Bismack Biyombo,9443,-241.5,-99.2,-340.8,-151.9,-2.56,-1.05,-3.61
1594,Kim English,664,-10.9,-13.2,-24.1,-10.8,-1.64,-1.99,-3.63
1595,Jawad Williams,2201,-40.4,-39.6,-80,-36,-1.83,-1.8,-3.63
1596,Maurice Ager,1011,-22.6,-13.3,-36.8,-16.6,-2.24,-1.32,-3.64
1597,Jimmer Fredette,5697.5,-46.3,-157.2,-207.5,-93.6,-0.81,-2.76,-3.64
1598,Brian Shaw,17874.2,-307.9,-351.8,-657.2,-299.7,-1.72,-1.97,-3.68
1599,Hollis Thompson,4859,-63.2,-116.6,-179.8,-82.6,-1.3,-2.4,-3.7
1600,Derrick Caracter,423,-5.8,-9.5,-15.7,-7.2,-1.38,-2.24,-3.7
1601,Kent Bazemore,2732,-74.8,-26.3,-101.1,-46.5,-2.74,-0.96,-3.7
1602,Jeryl Sasser,2037.5,-59,-16.2,-75.5,-34.8,-2.89,-0.8,-3.71
1603,Ed Davis,11557.5,-332.1,-99.1,-431.2,-200,-2.87,-0.86,-3.73
1604,Mirsad Turkcan,190.4,-4,-3.1,-7.2,-3.4,-2.11,-1.65,-3.76
1605,Al Thornton,15728.5,-185.3,-408.8,-594.6,-280,-1.18,-2.6,-3.78
1606,Maalik Wayns,411,-7.1,-8.6,-15.7,-7.5,-1.73,-2.09,-3.82
1607,Marquis Teague,1994,-62.3,-14.1,-76.5,-36.6,-3.13,-0.71,-3.83
1608,Ben Hansbrough,372,-10,-4.3,-14.3,-6.8,-2.69,-1.15,-3.84
1609,Byron Mullens,6847,-40.7,-222.6,-263.4,-126.5,-0.59,-3.25,-3.85
1610,Kevin Murphy,100,-2,-1.9,-3.9,-1.9,-1.96,-1.89,-3.85
1611,Kornel David,3081.8,-74.8,-43.9,-118.8,-57.2,-2.43,-1.42,-3.85
1612,Luke Zeller,125,-2.8,-2.1,-4.8,-2.3,-2.23,-1.65,-3.88
1613,Loy Vaught,8778.6,-170.7,-170,-341.6,-166.1,-1.94,-1.94,-3.89
1614,Lazar Hayward,1217,-21.7,-25.8,-47.5,-23.2,-1.78,-2.12,-3.9
1615,Enes Kanter,9770.5,-268.4,-114.7,-383,-187.6,-2.75,-1.17,-3.92
1616,Lari Ketner,280.8,-5.8,-5.6,-11.3,-5.7,-2.05,-1.98,-4.03
1617,Jeremy Pargo,2057,-64.4,-19.1,-83.6,-42.4,-3.13,-0.93,-4.06
1618,Bobby Brown,2783.5,-57.8,-56.3,-114.1,-58.5,-2.08,-2.02,-4.1
1619,Ben McLemore,5786,-98.4,-138.9,-237.2,-121.5,-1.7,-2.4,-4.1
1620,Darnell Jackson,2068,-47.6,-37.3,-85.1,-43.7,-2.3,-1.8,-4.11
1621,Meyers Leonard,2660,-67.9,-42.7,-109.6,-56.4,-2.55,-1.61,-4.12
1622,Jermaine Taylor,1581,-26.8,-39.1,-65.9,-34.3,-1.7,-2.47,-4.17
1623,Jonny Flynn,7456,-104,-206.6,-311.2,-162.1,-1.39,-2.77,-4.17
1624,Greg Foster,10078.8,-276.1,-145.3,-422,-220.4,-2.74,-1.44,-4.19
1625,Marreese Speights,13559.5,-319.1,-253.3,-570.1,-298.9,-2.35,-1.87,-4.2
1626,Eric Washington,4465.1,-98.5,-90.1,-188.6,-99.3,-2.21,-2.02,-4.22
1627,Pat Burke,2642.5,-84.5,-28.1,-113,-60.1,-3.2,-1.06,-4.28
1628,David Noel,1522,-19.5,-44.7,-65.4,-35,-1.28,-2.94,-4.3
1629,Will Barton,1844,-54.7,-24.7,-79.5,-42.6,-2.97,-1.34,-4.31
1630,Solomon Jones,6288,-178.3,-94.5,-271.2,-145.5,-2.84,-1.5,-4.31
1631,A.J. Bramlett,131.6,-3,-2.8,-5.7,-3.1,-2.26,-2.1,-4.36
1632,Sergey Karasev,577,-19.6,-5.8,-25.4,-13.8,-3.4,-1,-4.4
1633,Hakim Warrick,20671,-555.4,-358.4,-910.7,-497.3,-2.69,-1.73,-4.41
1634,Greg Anderson,3922.7,-105.5,-73.4,-178.9,-100.5,-2.69,-1.87,-4.56
1635,J.J. Hickson,22018,-602.8,-410.7,-1010.1,-569.7,-2.74,-1.87,-4.59
1636,Dennis Schroeder,1552,-35.7,-35.7,-71.4,-40.4,-2.3,-2.3,-4.6
1637,John Jenkins,2102,-54.3,-44,-98.3,-56.3,-2.58,-2.09,-4.68
1638,Maurice Harkless,8516,-249.8,-153.1,-408.4,-238.1,-2.93,-1.8,-4.8
1639,Anthony Bennett,2522,-73.1,-50.4,-126.1,-75.7,-2.9,-2,-5
1640,Donald Sloan,2399.5,-70.9,-52.3,-123.1,-75.2,-2.95,-2.18,-5.13
1641,Earl Clark,8007,-295.2,-115.4,-411.2,-251.1,-3.69,-1.44,-5.14
1642,Tony Wroten,5918,-188.9,-128,-316.9,-198.5,-3.19,-2.16,-5.35
1643,Tyshawn Taylor,1339,-31.6,-39.6,-72.3,-45.5,-2.36,-2.96,-5.4
1644,John Henson,6287,-216.4,-120.8,-342.2,-216.5,-3.44,-1.92,-5.44
1645,Josh Powell,7929.5,-226.7,-211.4,-437,-278.4,-2.86,-2.67,-5.51
1646,Tony Snell,3785,-132.5,-79.5,-212,-136.3,-3.5,-2.1,-5.6
1647,Elliot Williams,3199.5,-126.4,-56.4,-182.9,-118.9,-3.95,-1.76,-5.72
1648,Archie Goodwin,1827,-76.7,-29.2,-106,-69.4,-4.2,-1.6,-5.8
Comments,,,,,,,,,
