name,hgt,stre,spd,jmp,endu,ins,dnk,ft,fg,tp,diq,oiq,drb,pss,reb,ovr,new_ovr,diff,hgt_auto,stre_auto,spd_auto,jmp_auto,endu_auto,ins_auto,dnk_auto,ft_auto,fg_auto,tp_auto,diq_auto,oiq_auto,drb_auto,pss_auto,reb_auto,ovr_auto,new_ovr_auto,diff_auto,AUTOdiff
Marvin Bagley,65,62,59,78,45,60,82,31,55,39,38,60,35,44,74,54.32208,55.5251211163706,1.2030411163705992,65,62,59,78,45,60,82,31,55,39,38,60,35,44,74,54.32208,55.5251211163706,1.2030411163705992,0.0
Marvin Williams,58,64,44,46,34,50,55,63,45,58,45,50,42,40,50,49.92788,49.579304836391806,-0.34857516360819574,58,64,44,46,34,50,55,63,45,58,45,50,42,40,50,49.92788,49.579304836391806,-0.34857516360819574,0.0
Mason Plumlee,67,71,47,69,47,83,80,17,21,0,43,64,38,50,76,52.20518,52.1727058718675,-0.03247412813249895,67,71,47,69,47,83,80,17,21,0,43,64,38,50,76,52.20518,52.1727058718675,-0.03247412813249895,0.0
Mathias Lessort,57,56,50,83,40,63,62,62,28,0,50,28,24,22,63,43.93548,45.137591751758734,1.2021117517587356,57,56,50,83,40,63,62,62,28,0,50,28,24,22,63,43.93548,45.137591751758734,1.2021117517587356,0.0
Matisse Thybulle,40,55,51,50,40,36,53,42,46,45,62,44,40,37,40,47.72018,45.570618082765826,-2.1495619172341733,40,55,51,50,40,36,53,42,46,45,62,44,40,37,40,47.72018,45.570618082765826,-2.1495619172341733,0.0
Matt Haarms,74,56,30,31,20,56,45,45,33,28,43,27,22,24,57,40.12748,39.538054331113756,-0.5894256688862427,74,56,30,31,20,56,45,45,33,28,43,27,22,24,57,40.12748,39.538054331113756,-0.5894256688862427,0.0
Matt Mooney,33,26,44,35,39,28,44,80,60,65,38,46,50,56,44,42.924080000000004,42.02706733500457,-0.8970126649954366,33,26,44,35,39,28,44,80,60,65,38,46,50,56,44,42.924080000000004,42.02706733500457,-0.8970126649954366,0.0
Matt Thomas,36,21,53,34,40,33,47,67,66,72,38,44,65,35,27,43.73318,43.113571776393265,-0.6196082236067326,36,21,53,34,40,33,47,67,66,72,38,44,65,35,27,43.73318,43.113571776393265,-0.6196082236067326,0.0
Matthew Dellavedova,32,55,53,46,50,23,50,59,50,66,44,45,58,65,30,48.74958,48.3700893320324,-0.3794906679676018,32,55,53,46,50,23,50,59,50,66,44,45,58,65,30,48.74958,48.3700893320324,-0.3794906679676018,0.0
Matthew Hurt,55,40,48,50,30,52,51,31,51,40,42,54,32,36,52,45.28388,44.572272790068226,-0.7116072099317776,55,40,48,50,30,52,51,31,51,40,42,54,32,36,52,45.28388,44.572272790068226,-0.7116072099317776,0.0
Matthieu Gauzin,33,20,56,49,25,31,60,50,51,40,30,46,62,50,21,40.58148,41.68695283326984,1.1054728332698431,33,20,56,49,25,31,60,50,51,40,30,46,62,50,21,40.58148,41.68695283326984,1.1054728332698431,0.0
Maurice Harkless,52,50,61,57,47,80,69,33,32,35,59,52,39,32,61,51.66128,51.4025576017589,-0.25872239824109755,52,50,61,57,47,80,69,33,32,35,59,52,39,32,61,51.66128,51.4025576017589,-0.25872239824109755,0.0
Max Strus,44,35,53,44,32,19,57,66,63,59,31,43,52,31,21,42.891980000000004,42.921441368622986,0.02946136862298232,44,35,53,44,32,19,57,66,63,59,31,43,52,31,21,42.891980000000004,42.921441368622986,0.02946136862298232,0.0
Maxi Kleber,63,52,44,61,40,65,63,40,52,55,55,52,26,35,75,51.59208,50.75881804780065,-0.8332619521993507,63,52,44,61,40,65,63,40,52,55,55,52,26,35,75,51.59208,50.75881804780065,-0.8332619521993507,0.0
McKinley Wright,22,28,48,48,32,28,56,60,55,48,39,43,56,59,45,41.00808,40.997013052968896,-0.01106694703110378,22,28,48,48,32,28,56,60,55,48,39,43,56,59,45,41.00808,40.997013052968896,-0.01106694703110378,0.0
Melvin Frazier,52,35,54,52,33,30,47,34,60,55,28,39,29,47,30,42.35998,43.51707000876284,1.157090008762843,52,35,54,52,33,30,47,34,60,55,28,39,29,47,30,42.35998,43.51707000876284,1.157090008762843,0.0
Meyers Leonard,71,54,38,49,42,55,56,65,62,60,45,47,39,44,60,51.35768,50.204875582188734,-1.152804417811268,71,54,38,49,42,55,56,65,62,60,45,47,39,44,60,51.35768,50.204875582188734,-1.152804417811268,0.0
Mfiondu Kabengele,61,63,39,46,35,59,58,50,41,45,40,38,30,29,69,45.13718,45.371965972725704,0.23478597272570312,61,63,39,46,35,59,58,50,41,45,40,38,30,29,69,45.13718,45.371965972725704,0.23478597272570312,0.0
Micah Peavy,48,33,44,55,38,42,55,23,45,38,32,45,53,40,56,42.25718,43.122121576938746,0.8649415769387474,48,33,44,55,38,42,55,23,45,38,32,45,53,40,56,42.25718,43.122121576938746,0.8649415769387474,0.0
Michael Beasley,59,53,50,51,40,60,65,55,52,51,32,52,30,32,46,47.37158,47.52879311717472,0.1572131171747202,59,53,50,51,40,60,65,55,52,51,32,52,30,32,46,47.37158,47.52879311717472,0.1572131171747202,0.0
Michael Carter-Williams,44,25,56,52,40,35,57,15,54,38,48,50,50,48,62,45.93438,45.39252465934694,-0.5418553406530577,44,25,56,52,40,35,57,15,54,38,48,50,50,48,62,45.93438,45.39252465934694,-0.5418553406530577,0.0
Michael Frazier,37,20,54,48,40,28,38,61,55,55,23,42,52,55,23,40.64768,42.132903060280185,1.485223060280184,37,20,54,48,40,28,38,61,55,55,23,42,52,55,23,40.64768,42.132903060280185,1.485223060280184,0.0
Michael Jordan,49,66,73,93,74,69,90,60,89,35,69,75,62,50,65,66.18528,62.611302448095316,-3.57397755190469,49,66,73,93,74,69,90,60,89,35,69,75,62,50,65,66.18528,62.611302448095316,-3.57397755190469,0.0
Michael Kidd-Gilchrist,48,50,50,52,40,45,52,54,43,31,54,53,55,35,55,48.69948,47.22213299550241,-1.477347004497588,48,50,50,52,40,45,52,54,43,31,54,53,55,35,55,48.69948,47.22213299550241,-1.477347004497588,0.0
Michael Porter Jr,60,46,61,67,28,50,60,60,62,62,45,37,43,39,50,50.44088,52.640162945880434,2.1992829458804337,60,46,61,67,28,50,60,60,62,62,45,37,43,39,50,50.44088,52.640162945880434,2.1992829458804337,0.0
Mikal Bridges,51,25,61,49,40,33,72,65,58,62,55,45,46,45,32,50.43158,49.782343709081076,-0.6492362909189211,51,25,61,49,40,33,72,65,58,62,55,45,46,45,32,50.43158,49.782343709081076,-0.6492362909189211,0.0
Mike Conley,27,46,74,63,61,44,70,66,72,59,57,65,66,52,61,56.793279999999996,55.38683632908511,-1.4064436709148893,27,46,74,63,61,44,70,66,72,59,57,65,66,52,61,56.793279999999996,55.38683632908511,-1.4064436709148893,0.0
Mike Muscala,61,58,33,32,30,54,50,70,42,33,52,46,38,35,56,45.917680000000004,43.26034795326502,-2.657332046734986,61,58,33,32,30,54,50,70,42,33,52,46,38,35,56,45.917680000000004,43.26034795326502,-2.657332046734986,0.0
Mike Scott,52,62,36,48,43,78,75,62,63,50,53,48,30,33,62,48.99308,45.97866014100334,-3.0144198589966607,52,62,36,48,43,78,75,62,63,50,53,48,30,33,62,48.99308,45.97866014100334,-3.0144198589966607,0.0
Miles Bridges,44,59,60,65,45,58,68,51,60,57,44,44,44,43,58,50.68018,51.57049470245849,0.8903147024584896,44,59,60,65,45,58,68,51,60,57,44,44,44,43,58,50.68018,51.57049470245849,0.8903147024584896,0.0
Miles Plumlee,63,68,32,58,44,57,69,0,62,12,47,56,28,19,78,46.116080000000004,42.05760627951385,-4.058473720486155,63,68,32,58,44,57,69,0,62,12,47,56,28,19,78,46.116080000000004,42.05760627951385,-4.058473720486155,0.0
Mitchell Creek,40,40,56,54,38,37,58,57,60,50,48,45,36,45,35,46.32588,45.37416861539772,-0.9517113846022767,40,40,56,54,38,37,58,57,60,50,48,45,36,45,35,46.32588,45.37416861539772,-0.9517113846022767,0.0
Mitchell Robinson,72,62,40,72,43,76,58,22,17,0,52,54,33,37,66,49.58368,49.09935190015882,-0.4843280998411785,72,62,40,72,43,76,58,22,17,0,52,54,33,37,66,49.58368,49.09935190015882,-0.4843280998411785,0.0
Miye Oni,48,44,50,51,35,22,67,55,46,40,34,55,46,37,52,45.35808,45.40358531541573,0.04550531541573122,48,44,50,51,35,22,67,55,46,40,34,55,46,37,52,45.35808,45.40358531541573,0.04550531541573122,0.0
Mohamed Bamba,74,61,55,62,32,56,57,24,29,35,55,31,31,38,66,50.24658,52.199095047717854,1.9525150477178528,74,61,55,62,32,56,57,24,29,35,55,31,31,38,66,50.24658,52.199095047717854,1.9525150477178528,0.0
Monte Morris,29,27,64,53,55,40,60,52,63,58,46,58,64,60,55,50.37198,49.86414986734194,-0.5078301326580572,29,27,64,53,55,40,60,52,63,58,46,58,64,60,55,50.37198,49.86414986734194,-0.5078301326580572,0.0
Montrezl Harrell,54,75,56,66,56,89,86,16,45,10,62,60,42,54,77,56.147780000000004,53.777939395257526,-2.3698406047424783,54,75,56,66,56,89,86,16,45,10,62,60,42,54,77,56.147780000000004,53.777939395257526,-2.3698406047424783,0.0
Moritz Wagner,63,48,38,43,44,67,66,55,53,59,40,54,36,37,73,49.16748,48.2647452541209,-0.9027347458790942,63,48,38,43,44,67,66,55,53,59,40,54,36,37,73,49.16748,48.2647452541209,-0.9027347458790942,0.0
Moses Brown,74,32,29,45,33,55,55,0,28,0,49,39,32,25,73,40.31888,38.57560739638698,-1.743272603613022,74,32,29,45,33,55,55,0,28,0,49,39,32,25,73,40.31888,38.57560739638698,-1.743272603613022,0.0
Moussa Diabate,60,52,61,52,38,59,58,53,69,15,50,40,38,32,65,47.96168,46.42546049397782,-1.536219506022178,60,52,61,52,38,59,58,53,69,15,50,40,38,32,65,47.96168,46.42546049397782,-1.536219506022178,0.0
Myles Powell,30,40,51,39,34,21,61,55,53,55,27,58,42,38,21,41.40988,40.57776747015027,-0.8321125298497307,30,40,51,39,34,21,61,55,53,55,27,58,42,38,21,41.40988,40.57776747015027,-0.8321125298497307,0.0
Myles Turner,64,72,45,64,63,78,81,65,66,52,53,57,26,40,60,56.64748,53.755019401310875,-2.8924605986891265,64,72,45,64,63,78,81,65,66,52,53,57,26,40,60,56.64748,53.755019401310875,-2.8924605986891265,0.0
N'Faly Dante,65,60,43,40,33,58,57,12,27,0,47,44,25,29,59,42.899879999999996,41.13938971954519,-1.7604902804548033,65,60,43,40,33,58,57,12,27,0,47,44,25,29,59,42.899879999999996,41.13938971954519,-1.7604902804548033,0.0
Naji Marshall,48,46,54,54,34,38,42,48,55,30,34,32,38,35,60,41.22948,42.27841752951456,1.0489375295145607,48,46,54,54,34,38,42,48,55,30,34,32,38,35,60,41.22948,42.27841752951456,1.0489375295145607,0.0
Nassir Little,47,52,66,67,32,37,65,67,50,40,42,40,42,35,36,47.58628,49.220891987067645,1.6346119870676432,47,52,66,67,32,37,65,67,50,40,42,40,42,35,36,47.58628,49.220891987067645,1.6346119870676432,0.0
Nate Watson,59,66,34,35,31,54,49,34,22,0,40,38,20,22,55,38.35888,36.61689661320852,-1.7419833867914818,59,66,34,35,31,54,49,34,22,0,40,38,20,22,55,38.35888,36.61689661320852,-1.7419833867914818,0.0
Naz Mitrou-Long,36,38,53,42,32,22,55,55,59,66,26,52,72,60,14,45.28768,46.049364021719235,0.7616840217192333,36,38,53,42,32,22,55,55,59,66,26,52,72,60,14,45.28768,46.049364021719235,0.7616840217192333,0.0
Naz Reid,60,72,44,40,33,63,64,34,40,32,35,32,30,35,73,43.62408,44.35531072316802,0.731230723168018,60,72,44,40,33,63,64,34,40,32,35,32,30,35,73,43.62408,44.35531072316802,0.731230723168018,0.0
Neemias Queta,63,77,33,60,30,43,33,15,31,20,60,37,19,24,77,44.83238,43.359361912958654,-1.4730180870413463,63,77,33,60,30,43,33,15,31,20,60,37,19,24,77,44.83238,43.359361912958654,-1.4730180870413463,0.0
Nemanja Bjelica,59,57,43,51,47,55,59,50,58,63,50,57,50,42,70,53.42638,52.05355054181119,-1.3728294581888107,59,57,43,51,47,55,59,50,58,63,50,57,50,42,70,53.42638,52.05355054181119,-1.3728294581888107,0.0
Nene ,66,85,38,33,14,67,60,30,45,8,63,57,33,44,58,49.81718,45.551412824675985,-4.265767175324015,66,85,38,33,14,67,60,30,45,8,63,57,33,44,58,49.81718,45.551412824675985,-4.265767175324015,0.0
Nerlens Noel,68,56,59,63,38,58,59,46,30,0,56,45,35,28,58,49.37908,48.994594405740116,-0.3844855942598855,68,56,59,63,38,58,59,46,30,0,56,45,35,28,58,49.37908,48.994594405740116,-0.3844855942598855,0.0
Nick Young,48,33,63,54,42,35,67,68,70,70,42,42,53,25,12,48.35418,48.24543085273318,-0.1087491472668205,48,33,63,54,42,35,67,68,70,70,42,42,53,25,12,48.35418,48.24543085273318,-0.1087491472668205,0.0
Nickeil Alexander-Walker,40,32,60,57,41,39,60,62,42,52,42,56,51,27,30,46.91548,47.29573089430666,0.3802508943066556,40,32,60,57,41,39,60,62,42,52,42,56,51,27,30,46.91548,47.29573089430666,0.3802508943066556,0.0
Nico Mannion,33,32,58,38,44,38,51,62,44,41,35,58,57,48,43,44.66748,44.313858360176305,-0.3536216398236931,33,32,58,38,44,38,51,62,44,41,35,58,57,48,43,44.66748,44.313858360176305,-0.3536216398236931,0.0
Nicolas Batum,55,40,51,52,49,31,55,69,40,59,47,45,48,56,63,50.73448,51.58390589336658,0.849425893366579,55,40,51,52,49,31,55,69,40,59,47,45,48,56,63,50.73448,51.58390589336658,0.849425893366579,0.0
Nicolas Claxton,63,52,38,39,40,59,55,53,23,0,42,39,35,33,63,41.89828,40.770095785002724,-1.128184214997276,63,52,38,39,40,59,55,53,23,0,42,39,35,33,63,41.89828,40.770095785002724,-1.128184214997276,0.0
Nicolo Melli,55,46,40,44,32,45,52,53,50,57,49,51,55,48,60,49.09048,48.317821154676736,-0.7726588453232637,55,46,40,44,32,45,52,53,50,57,49,51,55,48,60,49.09048,48.317821154676736,-0.7726588453232637,0.0
Nigel Hayes,52,64,47,54,38,51,44,43,53,40,46,45,34,50,63,47.84288,47.20924775080204,-0.6336322491979587,52,64,47,54,38,51,44,43,53,40,46,45,34,50,63,47.84288,47.20924775080204,-0.6336322491979587,0.0
Nigel Williams-Goss,29,7,61,42,31,28,55,65,70,68,14,25,76,60,13,37.94658,41.44295369511532,3.4963736951153237,29,7,61,42,31,28,55,65,70,68,14,25,76,60,13,37.94658,41.44295369511532,3.4963736951153237,0.0
Nik Stauskas,44,37,51,44,38,29,55,70,77,73,30,43,55,46,38,45.60458,45.72321791418464,0.11863791418463876,44,37,51,44,38,29,55,70,77,73,30,43,55,46,38,45.60458,45.72321791418464,0.11863791418463876,0.0
Nikita Mikhailovskii,52,30,52,46,25,37,46,52,41,40,34,46,52,45,26,43.13608,44.217198163651226,1.081118163651226,52,30,52,46,25,37,46,52,41,40,34,46,52,45,26,43.13608,44.217198163651226,1.081118163651226,0.0
Nikola Jokic,68,80,40,24,51,82,80,67,63,42,60,69,65,66,82,60.63988,55.86728728884958,-4.772592711150416,68,80,40,24,51,82,80,67,63,42,60,69,65,66,82,60.63988,55.86728728884958,-4.772592711150416,0.0
Nikola Vucevic,70,83,39,48,60,85,80,55,80,46,52,58,66,48,90,59.40458,55.84999352653378,-3.554586473466223,70,83,39,48,60,85,80,55,80,46,52,58,66,48,90,59.40458,55.84999352653378,-3.554586473466223,0.0
Noah Vonleh,60,66,55,60,34,53,54,47,35,31,57,42,42,29,70,50.45608,50.90890929978267,0.45282929978267106,60,66,55,60,34,53,54,47,35,31,57,42,42,29,70,50.45608,50.90890929978267,0.45282929978267106,0.0
Norman Powell,38,51,62,75,55,49,75,66,68,69,25,47,44,46,35,49.16758,51.17042711089439,2.002847110894386,38,51,62,75,55,49,75,66,68,69,25,47,44,46,35,49.16758,51.17042711089439,2.002847110894386,0.0
Norvel Pelle,59,60,43,52,38,61,57,40,53,0,42,30,20,24,72,40.60528,39.048399013474246,-1.556880986525755,59,60,43,52,38,61,57,40,53,0,42,30,20,24,72,40.60528,39.048399013474246,-1.556880986525755,0.0
OG Anunoby,52,58,62,63,43,52,64,21,51,66,49,58,55,42,54,54.86348,55.69275903013956,0.8292790301395598,52,58,62,63,43,52,64,21,51,66,49,58,55,42,54,54.86348,55.69275903013956,0.8292790301395598,0.0
Obi Toppin,56,66,40,55,37,65,65,40,50,42,51,53,42,32,65,49.82768,48.23257113912031,-1.5951088608796908,56,66,40,55,37,65,65,40,50,42,51,53,42,32,65,49.82768,48.23257113912031,-1.5951088608796908,0.0
Ochai Agbaji,41,33,53,45,38,43,65,55,46,40,41,55,43,29,26,44.03038,42.70253366174788,-1.3278463382521224,41,33,53,45,38,43,65,55,46,40,41,55,43,29,26,44.03038,42.70253366174788,-1.3278463382521224,0.0
Okaro White,52,34,51,51,46,31,70,66,70,56,42,46,18,32,26,45.71128,43.528829508438314,-2.1824504915616885,52,34,51,51,46,31,70,66,70,56,42,46,18,32,26,45.71128,43.528829508438314,-2.1824504915616885,0.0
Omari Spellman,56,64,40,48,30,62,58,62,49,50,44,45,35,33,62,47.09208,46.66301421053238,-0.42906578946762153,56,64,40,48,30,62,58,62,49,50,44,45,35,33,62,47.09208,46.66301421053238,-0.42906578946762153,0.0
Omer Yurtseven,66,69,30,46,23,50,58,43,28,19,29,48,22,22,53,40.77558,40.4254167254797,-0.3501632745202983,66,69,30,46,23,50,58,43,28,19,29,48,22,22,53,40.77558,40.4254167254797,-0.3501632745202983,0.0
Omri Casspi,56,37,47,44,40,50,56,15,67,74,35,58,42,26,44,47.14478,46.21791862857476,-0.9268613714252396,56,37,47,44,40,50,56,15,67,74,35,58,42,26,44,47.14478,46.21791862857476,-0.9268613714252396,0.0
Onyeka Okongwu,55,57,46,57,42,53,51,52,37,7,57,54,40,40,60,48.56018,46.15807119561804,-2.4021088043819603,55,57,46,57,42,53,51,52,37,7,57,54,40,40,60,48.56018,46.15807119561804,-2.4021088043819603,0.0
Oscar Tshiebwe,56,71,43,57,36,50,55,61,28,0,55,36,21,23,68,43.91198,42.45584368193485,-1.4561363180651483,56,71,43,57,36,50,55,61,28,0,55,36,21,23,68,43.91198,42.45584368193485,-1.4561363180651483,0.0
Oscar da Silva,56,50,44,63,35,55,47,40,42,28,45,53,22,22,62,44.83688,44.047470538177215,-0.7894094618227854,56,50,44,63,35,55,47,40,42,28,45,53,22,22,62,44.83688,44.047470538177215,-0.7894094618227854,0.0
Oshae Brissett,52,50,51,47,33,42,52,42,40,42,50,46,33,27,56,45.89848,45.3828683587954,-0.5156116412046003,52,50,51,47,33,42,52,42,40,42,50,46,33,27,56,45.89848,45.3828683587954,-0.5156116412046003,0.0
Otto Porter,58,46,61,51,60,60,65,63,65,73,40,52,45,49,44,54.36548,54.34136824465254,-0.024111755347455244,58,46,61,51,60,60,65,63,65,73,40,52,45,49,44,54.36548,54.34136824465254,-0.024111755347455244,0.0
P.J. Dozier,44,19,67,47,29,28,36,50,45,50,17,28,68,62,22,40.34538,45.20487880687872,4.859498806878719,44,19,67,47,29,28,36,50,45,50,17,28,68,62,22,40.34538,45.20487880687872,4.859498806878719,0.0
P.J. Tucker,47,72,61,47,52,45,65,45,22,68,56,52,39,38,62,54.26948,54.94607303270313,0.6765930327031313,47,72,61,47,52,45,65,45,22,68,56,52,39,38,62,54.26948,54.94607303270313,0.6765930327031313,0.0
P.J. Washington,52,56,49,52,52,66,67,40,57,60,58,44,36,35,67,51.53128,49.95712129650805,-1.5741587034919533,52,56,49,52,52,66,67,40,57,60,58,44,36,35,67,51.53128,49.95712129650805,-1.5741587034919533,0.0
Paolo Banchero,56,55,50,59,38,41,55,30,27,55,25,55,30,29,41,45.39158,47.69857521334333,2.3069952133433347,56,55,50,59,38,41,55,30,27,55,25,55,30,29,41,45.39158,47.69857521334333,2.3069952133433347,0.0
Pascal Siakam,59,64,70,73,67,75,87,55,50,48,45,68,55,59,75,61.729079999999996,62.71123575471054,0.9821557547105471,59,64,70,73,67,75,87,55,50,48,45,68,55,59,75,61.729079999999996,62.71123575471054,0.9821557547105471,0.0
Pat Connaughton,40,39,54,71,40,33,58,59,63,64,49,58,30,29,55,48.77398,48.170322054993214,-0.6036579450067876,40,39,54,71,40,33,58,59,63,64,49,58,30,29,55,48.77398,48.170322054993214,-0.6036579450067876,0.0
Patrick Baldwin Jr,56,34,57,59,33,66,59,61,55,45,40,44,38,42,62,47.32448,48.81522918112562,1.4907491811256222,56,34,57,59,33,66,59,61,55,45,40,44,38,42,62,47.32448,48.81522918112562,1.4907491811256222,0.0
Patrick Beverley,26,55,66,55,64,40,50,25,63,71,58,55,68,54,67,54.59278,53.57543088561448,-1.0173491143855173,26,55,66,55,64,40,50,25,63,71,58,55,68,54,67,54.59278,53.57543088561448,-1.0173491143855173,0.0
Patrick McCaw,50,20,68,51,40,23,55,55,57,51,39,52,55,53,19,48.50828,49.02463343224033,0.5163534322403294,50,20,68,51,40,23,55,55,57,51,39,52,55,53,19,48.50828,49.02463343224033,0.5163534322403294,0.0
Patrick Patterson,58,76,47,48,40,55,55,70,44,60,49,22,24,28,68,47.33608,48.23634954836585,0.9002695483658485,58,76,47,48,40,55,55,70,44,60,49,22,24,28,68,47.33608,48.23634954836585,0.9002695483658485,0.0
Patrick Williams,52,36,57,61,26,24,48,43,56,45,40,38,40,40,51,44.39208,45.926132484764246,1.5340524847642456,52,36,57,61,26,24,48,43,56,45,40,38,40,40,51,44.39208,45.926132484764246,1.5340524847642456,0.0
Patty Mills,22,42,68,58,55,31,62,72,68,73,40,52,67,48,55,50.33928,51.094924541823374,0.7556445418233722,22,42,68,58,55,31,62,72,68,73,40,52,67,48,55,50.33928,51.094924541823374,0.7556445418233722,0.0
Pau Gasol,69,58,24,31,12,57,53,50,58,44,55,57,45,57,63,49.35928,46.05621736853704,-3.303062631462957,69,58,24,31,12,57,53,50,58,44,55,57,45,57,63,49.35928,46.05621736853704,-3.303062631462957,0.0
Paul Eboua,50,55,52,68,20,52,45,35,34,41,48,30,35,39,52,44.36918,46.981187081311106,2.6120070813111056,50,55,52,68,20,52,45,35,34,41,48,30,35,39,52,44.36918,46.981187081311106,2.6120070813111056,0.0
Paul George,60,70,73,57,73,70,83,61,85,74,55,62,45,57,56,64.35588,62.26547059899976,-2.0904094010002368,60,70,73,57,73,70,83,61,85,74,55,62,45,57,56,64.35588,62.26547059899976,-2.0904094010002368,0.0
Paul Millsap,54,73,50,43,50,82,61,45,63,45,60,61,58,50,84,56.78678,53.88370134920386,-2.9030786507961395,54,73,50,43,50,82,61,45,63,45,60,61,58,50,84,56.78678,53.88370134920386,-2.9030786507961395,0.0
Paul Reed,56,47,40,46,30,52,49,52,41,42,41,31,28,33,62,41.67098,42.25463408573236,0.5836540857323627,56,47,40,46,30,52,49,52,41,42,41,31,28,33,62,41.67098,42.25463408573236,0.5836540857323627,0.0
Paul Scruggs,33,31,54,58,32,37,52,48,68,60,35,40,58,47,41,43.29498,44.41939641909078,1.1244164190907782,33,31,54,58,32,37,52,48,68,60,35,40,58,47,41,43.29498,44.41939641909078,1.1244164190907782,0.0
Paul Watson,44,36,61,55,31,32,58,47,50,52,44,40,45,36,60,45.57688,47.179990495957135,1.6031104959571323,44,36,61,55,31,32,58,47,50,52,44,40,45,36,60,45.57688,47.179990495957135,1.6031104959571323,0.0
Precious Achiuwa,56,69,46,55,38,59,60,16,42,20,44,44,32,30,68,45.48738,44.76574995253355,-0.721630047466455,56,69,46,55,38,59,60,16,42,20,44,44,32,30,68,45.48738,44.76574995253355,-0.721630047466455,0.0
Quade Green,22,19,66,33,40,30,40,30,50,56,34,53,51,63,21,42.00378,42.15591238098249,0.1521323809824935,22,19,66,33,40,30,40,30,50,56,34,53,51,63,21,42.00378,42.15591238098249,0.1521323809824935,0.0
Quentin Grimes,40,25,56,53,25,23,43,33,49,42,22,34,34,25,23,35.43178,37.546261096957814,2.1144810969578103,40,25,56,53,25,23,43,33,49,42,22,34,34,25,23,35.43178,37.546261096957814,2.1144810969578103,0.0
Quincy Acy,50,80,35,55,42,66,57,63,39,48,56,48,26,27,66,49.12248,47.22984578357511,-1.892634216424895,50,80,35,55,42,66,57,63,39,48,56,48,26,27,66,49.12248,47.22984578357511,-1.892634216424895,0.0
Quincy Pondexter,44,58,50,48,42,57,46,58,70,70,28,36,36,32,40,43.91728,44.448030375104025,0.5307503751040272,44,58,50,48,42,57,46,58,70,70,28,36,36,32,40,43.91728,44.448030375104025,0.5307503751040272,0.0
Quinn Cook,29,18,61,48,38,22,56,77,55,52,33,59,63,72,17,45.99348,46.2757151958439,0.2822351958439029,29,18,61,48,38,22,56,77,55,52,33,59,63,72,17,45.99348,46.2757151958439,0.2822351958439029,0.0
Quinndary Weatherspoon,37,32,59,56,36,38,55,50,58,54,55,50,37,34,45,46.88268,45.86087237185456,-1.0218076281454387,37,32,59,56,36,38,55,50,58,54,55,50,37,34,45,46.88268,45.86087237185456,-1.0218076281454387,0.0
R.J. Barrett,46,49,66,68,52,55,68,35,65,52,41,48,55,50,65,52.08858,53.319323419954195,1.2307434199541945,46,49,66,68,52,55,68,35,65,52,41,48,55,50,65,52.08858,53.319323419954195,1.2307434199541945,0.0
R.J. Hampton,40,34,57,54,38,39,59,48,56,34,38,45,57,58,38,45.13808,45.350597728273144,0.21251772827314142,40,34,57,54,38,39,59,48,56,34,38,45,57,58,38,45.13808,45.350597728273144,0.21251772827314142,0.0
R.J. Hunter,41,31,56,51,35,18,40,65,63,67,37,34,55,45,24,43.913579999999996,44.98438250698386,1.070802506983867,41,31,56,51,35,18,40,65,63,67,37,34,55,45,24,43.913579999999996,44.98438250698386,1.070802506983867,0.0
Rade Zagorac,52,38,47,48,33,44,45,52,44,45,36,56,34,44,54,45.00688,45.114321919553895,0.10744191955389226,52,38,47,48,33,44,45,52,44,45,36,56,34,44,54,45.00688,45.114321919553895,0.10744191955389226,0.0
Rajon Rondo,27,39,67,54,51,30,70,36,60,52,45,60,60,78,81,51.77178,52.0786670339877,0.30688703398769945,27,39,67,54,51,30,70,36,60,52,45,60,60,78,81,51.77178,52.0786670339877,0.30688703398769945,0.0
Raul Neto,25,22,64,45,34,32,70,62,51,57,30,50,72,56,35,44.22288,46.12935507761377,1.90647507761377,25,22,64,45,34,32,70,62,51,57,30,50,72,56,35,44.22288,46.12935507761377,1.90647507761377,0.0
Rawle Alkins,36,57,56,52,39,33,63,36,54,40,35,49,33,34,38,43.49038,42.85266822449441,-0.6377117755055934,36,57,56,52,39,33,63,36,54,40,35,49,33,34,38,43.49038,42.85266822449441,-0.6377117755055934,0.0
Ray Spalding,59,58,47,48,33,62,72,58,50,5,45,44,24,38,71,44.99308,43.29097503627246,-1.7021049637275425,59,58,47,48,33,62,72,58,50,5,45,44,24,38,71,44.99308,43.29097503627246,-1.7021049637275425,0.0
Rayjon Tucker,33,39,58,62,37,34,59,42,56,50,32,41,44,33,52,42.19578,43.8324246437249,1.6366446437248996,33,39,58,62,37,34,59,42,56,50,32,41,44,33,52,42.19578,43.8324246437249,1.6366446437248996,0.0
Raymond Felton,26,41,51,44,38,26,54,60,56,35,42,51,63,60,36,44.108180000000004,42.51853355253595,-1.5896464474640553,26,41,51,44,38,26,54,60,56,35,42,51,63,60,36,44.108180000000004,42.51853355253595,-1.5896464474640553,0.0
Rayshaun Hammonds,51,60,47,54,37,45,75,55,35,29,42,54,25,29,66,46.14268,45.57614028031746,-0.5665397196825381,51,60,47,54,37,45,75,55,35,29,42,54,25,29,66,46.14268,45.57614028031746,-0.5665397196825381,0.0
